r,s,z
0x3dc633901286a2e0fd56a3103b648ebb1b5d08856a46bfab69fac8309662037,0xaecf83d86520ae7452cd6a41bdf5928a4c5aae1cba598fa0c14a388f3defc1c,0x160663496ed7917e4da9fa501828610e78d12233e7aa1565b5bd6fc49a3e4c7e
0x46a61442ffa6022bf43aaa522827e8f9f09274d9be231d2fbd3578c116c7fd3e,0xa42bb5aeb6f08e14530736e70858975e61894b639685bcc82646493d4bb26e01,0xcf8e04a4136f970c3ccdd177aba5a766335cfdc78f05e36551d589540e4f5220
0x9a5e02a064b40215e36a33bd475caffe937821a50e201a0275d81121c8969c2a,0x4fb1fd8bfb6260019099ac09d0671012123311718a4177b2bb28b6f46ba97008,0x467f2f8cd54900d0b0a90a1301e3a53977000e3112b3d40236eb6d3670c028bf
0x4f4312be3f8ef69560d344253ae39e0f87e3690255d396575e91efc84184e6a7,0xd8a040df90036c491b036f6733a90f6cab438d5bb6e29fa65bd5560c69aad103,0x4c4a7b6a94ec5e94dc6d2dd18c979556b51f6d43981fa4c0fc6753fdf6553b3d
0x9beb2b542984150c69563cdafbdc1cfb313c44dfa1c9401699348fe883bcc4a5,0xb4502f01945515da3eaec432833bf272f004c14af739c5c142aa04b54b69d62,0x22eea576b6c80973f307310793fc464ffc0f8b0584ae0c7fa083371741e80a54
0xe2281ed83f29d4707528ac099f1c51c5743f37953ca76186cd6c5efd948f8121,0x3cfb699c8666a86ae448484132365d8a40b5645e6e00c165dc2654a0f05b92e,0xb72a3e4ce80341c1f7c37754963ef46592fab35bdbd53250572885b099c05261
0x8c9d5f4c8e8fe097915a5e491ad7b18395b16c31773b02fa62f56dcc6cd098ef,0x7c272a0544af9db1aadc82dc7a95efd2d6b413217bc51d91029519787eb0d16,0x2a5cd3e9b7214a007fb63b21e1e235faa4b1e752d8e4f85217dd411ae80778ee
0xbf44ce05708343495bc6637557397414ecaf734b6038a5c6774ddf226f6516a3,0x493f1d3f2ec4ade356bff022187a996264df2bfc9eae23156bc52ce83f2cac72,0x42e6472cccf043c0040f5945b62a9156a54bc81d4bd216cc7b979a7dedc2df3
0xc059391c2543ffc7e2b3ba4a683f016f0d76e7c35293ecccfe7ed4bee2bc2c9b,0x80f8844737dadaf3811b59b199b9d050f1f954579c8259d6d9c17cf090261757,0xcd3d9d6e0cf6221ff07fa47ea9099fdce7e87d30ab362a6df9b3a35abb2c8509
0xa24c613792d008ebf3616359ca3d627e25798d34439ce8f9cfd51b9585b5ee3e,0x9a29d62d8c0ce162438dc31ccea5021cc66f7c8607da9f65816ad91d1d418c47,0x8807a0924efba4b14380e7499f16e706fa5e50dbc13d03523649caef2ed8077f
0x85cb2871f24fb409a27bc6e462ac2848a4e77695efbd2bf4607c58676a883c67,0x9dbb64930a46ecc34eb39b4a42039f825b29e1680480a7b3bc613cf41c6e2c0c,0xd1231bcfa4193a34f93e2c0bf1eba4ba4cb24bd9487aba036665ade1de2dd678
0x234c1a0018d06f593359d3277dfcf9179149ff086ddffaf5aa7d1ab733f00c04,0xc2955740d764277c6c2bfda58c1b39d251354e3794d64dd1cc24b25ccecc9043,0x4848985e30f84a4cea9e1853953aff38978e5199bc6de01bd1ddf97821e5043
0xf4d72a322b7c525568a12fe660572186265a53d894a4666b7b452f26af7152b7,0x61155694aea055d76b74abf7d3950c2d67b7f54ba7f5fa65af4cca30159bd41d,0x57f7ca1923107727ef4adfa2ac0a3cd1d9d929048537bfa1a442dbcca347a0c1
0x75743f5e374c647f196b05c8154c84939e4002b4cfcb04d3763453c2924824d,0xaa49dac4d322f6e3324f33ef69ff234ece19e4b29be1837eae69e9b53b3b578e,0x55bc6cd0dd5dcf550158e295a4f2fbaf639f4e6bb547c3d499b1096ab0a6ad5b
0x401b6938427abafed49bf3da5e950c2d53324f9546ed6bb38cd1bfeba924df9a,0x4b94b1863ede8d02205ec4f39507bbd2e22cab653e5a863c961ee28569e3fac8,0xba2907019bfc9092e0d77041b098c9ec804394b609e843f58b4a207e4b370f4e
0x97514f2c7de9d2464c917925c632a4e96779ab0ad03ae994cf20675dd2af906,0x366ca071d4795c147822ea9098921534dbf30fff80e326972406f6a1c887779a,0x54789344528d7194009f3d8a21bce7e75878de3d0bb4ab795ea2e5f500a8cd14
0x518c710c21901bdf2c25022f28cac48b44123df04fce71c341d1051c47c6edf6,0x72f61de8ea56d4b890f7d350cbe42a095502a4823aefc72770eb4ea4c2ecc252,0xae196d8cbff5fdd6e3961739ebdb49a742ccee188012d1a5bfc6c3bc174b1613
0x303749de3cbb05ee5f1c33632cce9317cef6dfa0b43b48685980c79928e02f1b,0x7057ea06cd181a01c889ccbd93202b25c61d67da4adc308de5211cf3f9b15029,0xc340729b94a71f0656512a50d5cd41cb3746c67b08f96bf694c59bc51870a16a
0x8c8d8fad9a0800805f621e92f42830e7628edf65f3ded063d779f89bdeef1616,0x23539b8dad778cc559ccc610104500f323ded36efd63be44cd3b35f8980b54a6,0x7304d1663315f9785bf1d1c4fc112f951beb618ebc63844edd9fca5e3a0a1a00
0xcbf490594710280333780e3517920b0291ff49b828b6140560e2148096b884a6,0xa2cb40d2fdcb69f166f9c4e179a9404aaaf0ff9e39bb02b35bdc3e387df14872,0xb57ca13e28682fd0b5bd345b00eb4b3fe6da94dc0ce13a996ff30952dd69cf19
0x2c96938749f570584178d3fbfb27027ef189b22a150f9b4ea0d5ae1263d9db5d,0x46baebcc1ee53858dbae3093c5abb0fcb488939ccfc41d3a1c02aa521d29308c,0x820cd41922ce2840d456b46f73fc0664c878cc0f939bc0559aa002c2ed12d5dc
0x939643edc0fc9ac84cac74dff34838f1f7000651be9f9b67008b227406834cda,0x1cbcef6ce55e26aac5347ce75725482b32e4bab136352040507e89f8c7ecdba6,0x67bdc11f1ca413771d9d1d63eba2d085b9672291c0da52456fc8d20b4abee9b7
0x70b5faeaa1a6fbfb72267c151ef939c88f34df8c7fbf3ccf739f9e3e25a6da79,0xa51f591e9654f5a3d301b8d09a3f3b8623cf4d2a421e0452650f2179523f6781,0x149263d4007482376e8370b0d409e127470943ce751bdcb298d1cd4c4b1063e8
0xb3ed06d5a098e7b329ff2c2aa0970144d34262bf46ba69b0695dba67b7083db,0xb61aec8700e25fe354e273e0125539e786bd6f8e7b9860f8ca6bd03404737f23,0x34c006a194e0fd647e3ed3ba58d9716aa1c5f5a7bbed44511f43a3e0062a7126
0xd83c33093ea81b5ab3dc43d193c17494e7881b13bda911a773615ce739218847,0x801cd0100954b2f7b64ce8c538cf7cbad17bba0bed30d1b598f8f716eb39e270,0xf3600c024cf6c85806ed60b4136dab74df0cac4e2cd31d4da31863210e643634
0x900ecb042d0a6b30340cbe2d9846d678863cea00a240774b76fd6aaa4bc6a0e9,0x2a36c97c2aecae03d9e00e7d5a55824bfc5231d9f7ef688ef4765c61ff009ba0,0xfa2bb801c7c1f04fcae6b77462cfd64f4b4691a7774c37f03fd1664c64fa6df7
0xc72660689d95ddbe4639c2aad0e144860cef8262c8d7a48c16b86351dfd7855b,0x9623dc5ed0089e871522999346c61c560f0921fccfd8b19f702911a7c530b6aa,0x59a79a38c1974c37a3db9f7bf9d8bf4c8c1a5f768fcf0c952f6bb10b1c6d4cda
0x90d6fb844d06598616232c81e20b82f44cfe03ce20df2f5fb6a3ee3f076f7189,0x7e0c49498e720b0b077f940a6c61ccc139da7aad5e6f28334fa6369878bab470,0x373073a08a84cd24b728b65dafbefe9ee8dbf005d32738fcccf6c00bb097a11a
0xcb574c9b12f00eaeb006d13715b4f0d6f10681d2ddd363be7e0c523f9c257f03,0xd1fa4bdc6fe04b7d0d16e54276f5a9104853575a0210d5b4fd11e1fdb7264338,0x5018c49e742d9379b7f0c6aad28146770750cb44cb6801315b6a6e0d64900d55
0x52b717a796e9a5032ba0e3419ac3d893449e5a9330b6c0c68f0199e9a75e09e8,0xc5fd7886b3de6297e0c6a3559e0abbf6fc9987f2ceb896b772541f78f6d44d0d,0x1211cff891e0bc50bcf66ff1150bbe1aa32cf08ab221f9bf7473c1ae61f21019
0x3235c509438aaba1550470f8f1f11a10eb18bcb5c1e90a2e4b1ff54558b43dad,0xe0d4c3d91911e06581a8cdc1e21a2627408ceafed91071b2ca8144bded4148ba,0xf8608585da7a2fde6320cbfbf58eda6c13b6ddb3eb2bf1d57d175b5f5a4bbde3
0xeb12110ca7fc0901de60cd16b5e591f99dcddc6bb9f425cbe3a07f2124a4c7f2,0x764fe5be4c8d2f834c3d43d7ac65f725e075c37b62e63c4ee109f5db72664a0,0x67b17a3a8115b191f4a341c1eb224e23b63cd308a5b9d66eb2dfe25ca6996ab5
0x33ada67647cd947e84f9f2b3828004d3a7aae2799c69fe569633fab5214e3023,0x49c758bffedba121099b816d724dea23183a02d518d32efc53c25b4b6801924c,0xf77d4ad0fae521692ef17a1a34d4816b6445de0983a2bb562a8000170e803d52
0xd557fa3f3957a2d022844ade2ffed8a9d64676f184abc4ef4b273e4935eb41bf,0x7894db2e686a6df63673431eedcfa44b6ffd439d9e5b404cdb2816cd197e0c23,0x643226a0a8587dc456874b162dd76ccf76fdb16003c7bdc13e88eab785bef973
0xcdaca12ef89e8980ac019ee65a1872dc9a01283e7f751e312372c844decfc35b,0x281d64bb97f497db37323ff8b975af1d3f05a61cec9c670aab6ced608c1f02e5,0x598031c23735d5e49034c61595590859d93ad81e954f37090eacc52ea5b963f0
0x6c864caa68e2161c1e0b7d535e4ce68e90e53fd57f43dac672c0e12b86663594,0x25a4d756f142f0a617605cfa95477cd8d33ba745b1ac55f086939450f61dcc7e,0xb5397e730e2467ac7f104c4b6883daff40fc11b5239ae13325797fa609ffda6b
0x2c35c1bbded9722e2de52a335e2b84618af03400fdd9ae076270fb71061e5dfe,0x1a4f581b93cbfd486efe1d3c1216959de1caba9eff90ccfa7b7288caea147c58,0x35a10f0b96b7d0085d5fc85604ca30fc9ebef0381f92f2b728a1b4859ed3956d
0xdca7c271368814b8d2995e57619c88c7776634c34ff9f10d6dae6606e60bff32,0x16cc67893d835802e47abd18a6247ca047264e6442d8ccfefc5178e90c7c358a,0xd3c318483926d7e121652eb24321b64fcb263c36782cd4456d1da00a50e1a3eb
0x6fc12dcca633463e1cb2978839cc0e4f833c4e8bc4326ca9bd84be04af9abf0f,0xc5df7fb77027d077df639563240fe9a5858fc57bf4a8b2328cd05393b62362ca,0x3b4d92e26197169257524132da5ec29fdfeacf6c582950be2feb6632d2d06c80
0x11bbcb35af53e279023f8f95ac0fca7bd1e9a2afc406b0a096fb9b4e6ce8b0f4,0x88b19101a24f33df5447ec2a9f8255a725f1cc4189bbae9e8dabe6867383cf85,0x991cffe392afde69bb94ab62688d03f05593d1b4a6e783434e012255f0f50f74
0x6c68cfb8f993d3ed9ed4d01d0bea7b7d25120d8e4b3038022734c075f3eba15d,0x20ee7091e34585089aff9a5a4f963f3d1e0703a59e9430770bdae0bf80de48d4,0x9362fd57b87b2b854766832e3f98acf97d7d944bddf8f6a391705c60c1ae0bcf
0x4d989aa636fe1e79d727e031fbd7a079e347c338daa87ad531b0ee3650804374,0xf9b455b223d78245bd13a7e108a2dd6741dfa37f099c6c53d07b88aecfd6a04b,0xc2d10eb65963a61b388ce4356aaccf0e80bcd11a0c835f5be62d1725c0ae9d4b
0x50b66e930cbbd534adbb87fb0d7085ae0a6348ea3ecc065a028dd3b82de070a6,0x3c29f3474f451630e4efd9a4b157ce7ad6deb17a03f491424c11688a466eac10,0xf7501c85324c9c98c10bdc81fe180b42a294bcb4ccfb4a088b9861534dfe5e64
0xc27e0a015897ad594f9fee9c6dc669067008a63c4f11ed089726826380fd7ddb,0xb11af731e0440240bb93d2a641e09ea8cf77c666f29a1f253a2bdc0302b2ae44,0xb5a26d99f7040047889dd46ae3af6a9cd6afd55142976df1b0c2f34fd9199f29
0x396adf43dbb4e06923b278425a253c56dad16e8cac2d8590449f748185a4de83,0x7c7c016402142563ffa3465fec191ebc29669dd4e428dc7282e9aeba9f6e494,0xc4e7bc72da8b8507e86b891c72de505fb9c1726525249a2983ff8e3cc687b30d
0x8b09079b148364cca3e96701b379158276892bbe0d87319e132bef455f9baa23,0xc6b73b43f8b5a62481f69b32e429ababb0bd1e496c24525a3a2e05864b9726f0,0xf61fa58799ef61a7f7947adac049529eddcefec635154e3ddb2ed77cb027ded7
0x86e972878e7ffa26ae18be5e431cc12edd3f4df64d98892fd07c92f13ea094cc,0x9a9fc1d506d568d00303cdf03267679f9b325310a4a537edbac360c59d11a6f1,0x42cb474476cef5a03cabbd13f4956d8cb4b7f5ac6cc9e1a4a917404490ba0aa
0xb0ffe3bf38d106e7afe5321201036012cdef2920153104feaefc2dd6a7264b22,0x46752cab36b39e33da2aa330205f16f58cd54ff5599c4c76049b83475ba1358e,0x1b4c46a9c2e2924136418ab76814c0cb3e6cfbddd0a8df3e29b75145e37632d6
0xac62b61ff60532a35ed72b1be0383ddd7748076ae61679ce8075c9aa757d6415,0x3d0c9fa04eacb856364be5e18dcbf191ab1ef14beacb70b384123ef636d1fae7,0x86cf9f7d2b52b77a11a4630177938ecb3b6bcdda07dfc99a611ff2df5517aef1
0x64fd5e9811f568b0a3a1bf5fb13b79e47c7ae99c17f1493531ccc12fb3c0857e,0xc371da0b53b46c601cca609526039c7fb7a226aa6e1009fcaa868cabd5afae1f,0xb271ba2ab247eac4e9d195365d27be7f2b1b37712ec84cf7f016e0cc53b93836
0x4f82183f07bdf95b990da9fec37a4a1379f24b074b684d96a0e6b57aecb56015,0x83924520c42107ebdc81876747440e6e128f958bffe009220b65f51f7a1efd61,0xdaa076fdee50fc9ababc682cdd6f78d1e7442caa67c2eae61eadd03ec04fdfcf
0x44d9b944a670f698766cc3298e9e78ff8879f9704f26ab35d83c99321596dcc1,0xbbbf47340e288f6aec7a52f8387aa460d45da1592d17bfc5aea2fea85878efa2,0x9b78263624c7c2d9ddad37324040b0e1df78f991b7eca73f4fe2d6b5aa5a4a1
0x4901c7357b87cca5acc039fbf24a3ae6a7303a1e34f0d84d2235d1f949077c30,0xcf81ff73f256b080a308a396c14737ab096b2627b0f705e06e7a79e14cb780c8,0x23d73b241bc660ede0a2b700d968e6c1c9f1705b0f6ee514b4986d55bf209ff5
0x170ea169e5a1071a77d244241f3069d360f945ba59dfb1ffe438fd7109500cbb,0x9ebb8a4127c1fd9fa364c7f54391e515a54172b230dca119d2c5b2ec5f9c5370,0xbac1d785e4165faacd6cd4bef937b0e75a001e45db3805a0ca7f8aa93463ea7f
0x42a33c7e3429926d3ccc81626826dbe28f4abbe47e678cb65a1824641435ec52,0xd2d9781f305142b7310be41839bdf49bf057e96427ad391494d12cf5d9cfd69b,0xd4e83a31bc7e3ffccc9aa70d98d7b7e735097f8291c551cb72c3e45519bf3a3e
0x6bfe58179359ea462a6d4e38263939602141edd2c3099e8089d29026854c99c6,0x1c22559c4cd0e8677fb19927fdea874077c364aa7da4ac7a2d2c9fdeb2f055bb,0xf1156e587d4e81569b83b5ee32d9091fd02f83e3f0a881c608667bbd2ed1e1cb
0x2fefe2a3ea23a5430088f642862820b1ece7e456faf0c280875824faa8cfdd06,0x5525767b268cffa4adfdcd4c4476779f0821f53f0c55589e5186e409352ad5c,0xac53561f7951f10caf0b74bc9a2b27348dc333cf7cf4994dbd9fb75286d46d68
0x70a6d4ec2ae83737c3abc2cb9fa633f146f5e276d66222ec73a77e27b6f5df3a,0xfeacb0eee8d5fcb7f0f1e05f16f1dfd7e1de48354d19912a4048cba921dea948,0xedce0bbdb2de69725e6e0c3b09034b99d398e0ac99bfdb5498f8ab0d48b3095b
0x28c7d1169b4208c9724f19af0a9b77b8eec39a5419bb48249f01ae8d6a29d876,0x74bd147731c3d63616d810c3a8cee39efcd8a33037d2ca885c65acd69ff5f2c1,0xedcad0dda578900cc1751284285025be9b4b9ebba400cfb58e24f4d1bbf73b55
0xeab419249bce7f0c49e635bcd74ea215703d605da17d18e6877ead63b84b8d76,0xe636f87195fc9c2a9a9fe9de1eaede6e09e3b95672270c6729406f16e829669d,0x66be827026f1f711957cc1504c91dea840a826a730519dff1f1f7cc8c48a4819
0x71fa07ece805b64334e9a447d71d8718f7b5e5ccbfe9ae00aafde13da7767ad8,0xa7b503da5e6fd390333652eb642f61662f0cdab04e26ab7fd4861f8659753950,0xca2ecf5b3b2e9c7f8e94134785619dc4e5c14542266620abf1cfd8ce2119dab3
0x7572c6c56beb55800618cd769f80c117ad77505685b10ef27a1d4c1f9ce81363,0x1b139b1ec865b6032cfe9949a5d4af11ffc50a0b69dd212e866c3038612ef366,0xb69ed42aa6d30cb75c279330379ec2dbf5a029ad79fb09a22eb6873e506fc455
0xa9d39462d60aff02490ab410a2da22958f2a8b86c3f6d9e931431c948c202928,0x98e667aca7baf9e108f9028b1e39abb517690bb853463ddc6a01fbe80d856409,0x744fce572c8edd882c18e354479b4db0899d8439a5e6eacafe25cf62ba606231
0x91eec46577e0d4232971b62965a7f139b6c8baf8967960dbaed6a89a5c866ae6,0x70301d1091eb31d514d864fe7f21cc943bf4407dcf0dd98ee4625e0a5f68e81a,0x2913ef3e46721177f1fe220e965700461938a7d77ec7a74b3d9638510d1e35b
0xf399f84db9bfdd6a852b4997e32b2655f277d6a0d14b1e1d0028e5a3973d216e,0xa7dbc436937a070ef1a6a24c42ad1486bb6466edc83c3aed86af4aa134dc2568,0xecbd214efce80b5a8a56b1442eee726e773aeb07c38af671dfd1aaa5e633f95a
0x628f07a7c2dfb08d796965ae11b652561e3840a0f81f56d53045e3373513b61f,0x43db9e1b65496a4d56df1d38533b5781b5d135b6ffa78f5ceaceb954d6c2ece0,0xb8eb840fa6914f2601fd90825f414a956fead9ddbdc53b0ae367c8b060ce8707
0xec9c298f4d02c375fc46bda18e02d1a589f54228c3d0d29b57b4a3df72e45abb,0xdd590949cfa4f41fe6fbfac97b6f579d3a16e0a7faafa82eff8cfbfb89b78d36,0xb9ac954acd827d46ecba602e37380449205a1b952a9c73713a280e45ac6d2383
0xfdd3333ecf0bbeb1627a2b1bf4f3d31a52a0a34caa49b784b38277723fc300a1,0x17055ebfbfeb465af2be7a3e91d5e9e155b781755467a04fdd7dde60545df6c2,0xb50d2c712706c1e47745a70d79cd74a9ae87e2f4dee06a76209d0a855d9e0089
0x1e9df5ce602c12a4bc6e622342bbc376f9c4f0da907cae25feb92e2c7971ec79,0x14a73ca8401bfd1094974e11ac8030781e8a98c56a341551ed5b434524ec0c2d,0x952f4274f3acbd7c88ea11babb8176070c4ed78d814639b17ba1c3c1a830be49
0xa3df4f717e910fa2b93365905543aa51bce2a8a024a73e6593c66803782ee488,0x22f4956982b4cc8f548e4876199a1562def827b35f295cf5a4ee351d8038109,0x31f750200b0beb2d99ac7d8527621b696f050512c7b8b76323eb73b7a707a489
0xf40a0eefbf0107ad4d188259af097c1a077803bd89e13f45bdb0c3b20653eef8,0xff8db5c9e60b98611ac94f08cdc8302e9c6b1272fb2412c6315e3bd391059c25,0x75407fd6dfdef7783a040603664f1be98c155300f1f12b7bef88045b332b9a89
0x41e7a7425d8cededcdbbfd6c30c7b0f7e49d6581a054f0ca7a1ec384b0c52ad9,0xd5d471caadc018c2f77b2de44946b07db3ba86294a44d81c609863c5d36382e2,0xf5f2b3d9f5b01b4fa5c3e62ec33a4bdf7e9fee5895eee3118b9272873fd306b0
0x1376e63950f58a333b8c9cad8711c5cc1601635285e4f9d631ad0f22d3ce39ee,0x7899a55eb2fd7e118f30fe66988fa2d73a888281166093dd8b451199020156ac,0x2ccdb7f218a717c4f404ade5715775f9384cbea5313eb05d6b507ad4e66ae9f1
0x81bf8e39e920cb68a3c345b1d6541b0fa0741da0344dd918e5239c93f965a178,0xa66cc5f2688304dc4260c19077bacfe4df775d1f1723a82f9ba454f109c81a4e,0x8fedd43e710021f783b80c8153b160e903e0a287b4917c116537f4ce5f653b54
0xd350cf7e76ed15cab5ffa43d331e641a7a739bb9f232fb9e1b93108c00b48db9,0xe6ad41b5af7bf67da0af648435bc8247becdf438f5ef00073b48781bde46607b,0xd0db4e4a4ed236a9feceb7fb94a3bfdaf64cc8ab80b1b3f33aacd747955c0a86
0x8977abcbe5a0362b8c9febb5ebf6b92f0197116ec65e7db74ff05028d6dba0c1,0x5d13dfedb2383210abc76e38b76d34ed40f299a20beed270c2a5f9f94bcd4da7,0x9f6fd8ad5408bc5d16d7cd30f2f7ad4ed60a620534fc228c2d7865be9a9a4cdf
0x5ce23bd63dca67a14336a932cf491f144b415f357a2f462bb42b76bf91bb539d,0x4ad8fb61b5a3513f604330d3e3849425071a6beb27d6bfda3a42461d006a49b7,0xc75483caf7ed34f35a13f849115b0984838c848f55cd695182d166e569b7692f
0xae3e13aef150e68c725cfba5fb9e3eaae8d96c076ea16f9a947bccc32b56fd68,0x1e99c5f01bcfbc8916cd8f3d4692607948f996969cfa5850d1287950a9834d4f,0x46884d811e80778b1864474c0b1659b09113b625741ddbbf0d997b7386878f17
0x20c9f2ec2adaf2d4820ed7abb93d92b9b8b5cf3622c81fef8f68de1db6064ec9,0xf981473acaaf77b2a160253ea038d8f608a83e5db5270bc624989e78ae9a3fea,0x8dda552e3036d6f1693f0d5280b87e05561fe4ccfd5e5044270093455c00efa9
0x475ce7e18b0c7c86723e111a687964002e22dc2fcb9ecea23bd82bc1b1c306ca,0x5c96ff8e06a2e641af0cac496bac9246aaf43459c1ceccd8331bcdfccc8c81a3,0xec2eb96ed5adbef4cabad57f8687cc875a594ce0c6a86c8b2206324765be50e0
0xe46de4ad025ebc0ef056dd07e3e8e586e550c43071cfd8bbc118ef598afaedd9,0x16b0d80749e7c97197032a41903e976a956e37549bea9933e8c778384a68aa5,0x73ff28d9c4a81196878d9ca7154e9de9ce985b0095fb1458b1cde96a55cd960a
0x7c65526baeb1d3471f4fcc3ae31866cf70d92e86395e946e2e081c292ab63217,0xb7823eb1ebc920271383bc621078d1fb7e118eca2698779bac8f846a29b019ed,0xb343ad27af1e64a75a792c0da22460fddabf36c6119b6a5577425b2320742d7b
0x69bafb5adfecbd0c67db94a70e4e3b18b486ce055c04b9c0415b587c4472d9c7,0x41409bc115a52d480de993315817a8e0428a504b95d81cabe6728b426184e240,0x75378b4e98d03c746086b201f1be76ef41f4552d3b65acb0feb0d218fe7f7df5
0x442e59fa24bab5ab102b03ca9ae4b154275fd2ba768b7cce4f6f3dd99ce0fb85,0x20a662082e035bd9515a71ec080787e15ced76bfd76d468dab0af3073b0120c1,0x7ffb37d317d0c918aae09602c0e6fdfb37463ab83bf745d5e8b577b87d13362b
0xd5aae756363ee57de31781db09ad7deffe0282d4ba43c866c5f096776a2f617d,0x4dcd390ef7cc0fc027eadab3441ecbc172ad1a0deed15952720a8884b4503666,0xc07f17abfe107d193aa1d5db2a0639794c4aefdd328fe8f05f99cec51a7cd1b5
0x1e381bc9664b981e359e17cc0d1883b8bfa543d8224be1c95c15d56bc5ea338f,0xc186cf6c9d006a62c671f44efece4351ed7f8888344517bd42d7b0c96a2bc7fa,0x8ab3d5ed0fb4c369b1ef0e45ec48c07f8a1c7fc633e010a33ffa78b9f78c5db9
0x96aa5e5b316a1953376c47203bb128648ab0a4f6c4c8e4dbd996c9fbf6420441,0xeb47590798bf19f6613ed391c911def08a806b9cba69927570442a44678ab13f,0xa25f22160179aa3cb14b6ff94a08ab1d902506a3a09ff14622e489fa39b4453a
0x2382900f3ea61276390ec1adb9b136579d4aeb132c14b6897e4694269638160,0xbb49f2efc1f629eb898566e505d06d6b719e66d82de58c6cdf245e3090ea74db,0x82eda95dfd0ed33d705b3e3a3c3cfec2e96cfb2c44c458fec4b066b9bd6f96a9
0xe6503bec8c3ad9ee18b3753d9e75ee591871240d467ebc3e392ce35775e48d82,0xbf90e3f1b91d61dbdf18e8d1afab89ddd78fee7c5aa528b79ae31bc39a1112db,0x95aadd6458c4eec9fe69fee35676e7cdaa803aed73999bc2820947bb2b4cddd5
0x5a5514efcb314afed1dc4971264b79de605e79ec842feaceaadcec63c28c168b,0xf3e51168fc15fb3a053ea92a011bc3fe6b49fb9c0c8b7810af9166d5ebbdbace,0x5c44bdaea43f96ba10a9c76fa702e7355bdf17870ef5b2def47cac1feb87c7d6
0x93baee97a77a3cb56be0882364f5bcb5334826cf59347fa970cf974462915cee,0x11dc7f9ea97ddfa969fed13e9ba560552c26d87e415c4436ee414f369fad0085,0x37659092f297a834fb00d3cc556cb16686e1ab831257742d07241c2e63f02878
0x5fc67a911e1a5bf77fc315bb0d1be22633a096aec49c64fd54db4435ef8e6376,0xef42757905f12d19adc7713ea5b8dd96fac21016a5ee6228c16641eddff3c27,0x6b678f1bf82fc6c1036ca4ccc695ae459182be47723e456a18d2db71de61ea79
0xb841f4be028d8e745d3d3fa6538281cfe3709075c1d274cc963c5d14ce59d311,0xdf8a334bf6a2e41d15ac25131317d47488c5a02b077100b44f59b8225d429289,0x448bb5ac99f93ad0e7eeeb4afd8963fcd37f03e3b3e4c1d3f4fa15c944591278
0x7d17ea36c5d52f70556f6a8aa53f21fc24ad60bfac2effea5654d47f011587f7,0x3c6aaa897b4e51e905b26f8dce0994ac42b1882496ef7fe50c8daf846513af98,0xc95b9268a01ceefe774c0f881ab8619398ea9f2f0534b8ce8e71671fa79e059b
0xb2434230faeaac99102e034466597aca5cb37098aa0026acdbd25f4d203007ce,0xa395f349b9bfc3f0cdd6b341fb465b338aed5214b914183143c1d778ae73b8f0,0x76d651fbc822e097fce60872638cfcde1cfdccf99488e9f2db9fc79de89c9ff4
